SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1599,4,3,Rural,1963,204032.17145066956
2985,3,2,Urban,1955,279840.9266521856
1063,2,1,Rural,2018,34047.264451814
2222,5,2,Urban,1993,283000.10166229634
2370,2,1,Suburb,1961,227108.80129208192
2703,4,1,Rural,1966,249220.62797658503
1705,3,3,Suburb,2016,212267.61748692076
2965,5,3,Rural,1960,442920.6581655856
2275,5,1,Suburb,2011,254015.27447617252
2702,5,1,Suburb,2007,292519.577483654
1706,5,2,Suburb,1968,181020.50551918068
2801,3,3,Urban,1962,273291.53775578726
1764,2,1,Rural,1973,212828.0573970147
1525,5,2,Suburb,2004,152254.71975016905
2995,5,1,Urban,2006,358319.24568312895
2914,2,2,Urban,1986,325896.7947508447
1195,4,3,Urban,1994,152033.9592113413
2485,2,1,Suburb,2017,250068.7634102495
2140,2,1,Rural,1976,181532.92465358204
2728,4,1,Urban,1968,348203.643929735
1074,3,1,Suburb,1952,160754.2026440746
2974,2,1,Rural,1980,332659.4152187862
2860,3,2,Rural,2015,309017.3106914221
1793,4,2,Suburb,1958,204445.5601737942
1185,2,3,Suburb,2002,173645.86879321636
2742,4,3,Suburb,2005,269812.36123084044
1932,5,2,Rural,1958,218601.68858773253
2874,5,1,Rural,2020,389651.2355576457
2702,3,1,Suburb,1967,335907.63522883184
1403,3,3,Rural,2000,124932.476230499
1883,3,2,Suburb,2006,171211.46885658443
1048,5,1,Rural,1984,109534.74126269796
2617,4,3,Urban,1965,278389.97266451025
2973,2,3,Urban,2021,403625.0126844704
1901,5,2,Urban,1959,217930.2478168445
1642,5,2,Rural,1975,276836.3316107664
1258,2,2,Urban,1991,149992.94020031847
1404,5,1,Rural,2018,158467.7042814999
1338,4,2,Urban,1984,180025.45953393675
1935,5,1,Rural,1956,179522.73352911382
2228,2,2,Suburb,2005,267155.7632216002
1220,4,1,Rural,2007,137889.72539913296
2361,4,3,Rural,1979,248356.3876099267
2478,4,2,Suburb,1982,319737.36672024813
2189,4,1,Urban,1980,352424.5191147452
1998,2,2,Rural,1967,170152.56691136747
1274,4,2,Urban,1997,154794.5596399754
1076,3,3,Urban,1965,166968.168289035
2808,2,3,Urban,1971,320842.39472594525
2865,3,1,Suburb,2003,320172.821942087
2727,2,1,Urban,2005,433711.4766084304
2449,2,2,Rural,1974,275142.8924443099
1900,3,2,Urban,1968,194929.0549910849
1007,5,3,Urban,1995,155686.88190962613
1096,5,2,Suburb,1967,110274.23481672411
1028,2,1,Urban,1965,92212.15905699144
1971,2,1,Suburb,1979,194277.87114812183
2013,5,2,Suburb,1999,198984.26850500767
1846,2,2,Suburb,1970,179270.39013717315
1481,2,2,Rural,1988,180948.4645195588
2511,2,1,Suburb,1995,308014.6278643965
2462,3,2,Suburb,1981,303655.2596523914
1108,2,3,Urban,1964,151950.69517085692
2629,3,1,Suburb,2003,296077.32773452665
2120,4,2,Rural,1997,237816.9349025666
2363,4,2,Suburb,2017,181759.96456698253
1616,2,1,Suburb,1970,236942.91752036204
1551,2,3,Rural,2003,152496.48653318986
2200,2,2,Urban,1953,284168.7154221651
2956,3,1,Urban,2017,350610.44922279194
2390,5,2,Suburb,1981,297625.90354299254
2173,5,3,Suburb,1985,270440.09908401174
1476,5,2,Urban,2003,246449.67105951585
1060,5,1,Urban,2013,232754.3434519128
2471,2,1,Rural,2008,212850.161650117
1542,4,3,Rural,1963,198079.2100349921
1457,5,3,Rural,1964,173660.05408360154
2832,2,2,Urban,1985,320020.72945880925
1156,2,3,Suburb,1983,157318.40960262166
1787,2,3,Urban,1980,188862.8411214995
2472,5,2,Rural,1950,286712.94074324385
2765,4,1,Rural,1987,285926.27226518624
1480,4,1,Urban,2004,160200.66768311049
2830,4,1,Suburb,2006,279062.23093665444
1843,2,2,Urban,2005,245002.5591288642
1045,5,1,Rural,2016,109488.02624675944
1143,4,2,Suburb,1989,90531.41342933876
2573,2,3,Urban,1998,230993.914624285
1413,2,1,Suburb,1952,152823.44419809332
2657,4,2,Rural,1963,332761.31015741616
1494,4,1,Urban,1992,148691.31333400504
1150,3,2,Suburb,2012,152324.70365597014
1992,3,1,Suburb,2019,99779.25982205624
2729,4,1,Urban,2018,263573.7074438029
1884,3,3,Rural,1997,109617.7083651906
2483,3,2,Urban,1992,293949.6989272993
1854,2,1,Suburb,1950,254919.27518581905
2999,2,3,Suburb,1950,294490.11688539525
2263,2,1,Suburb,2006,212209.09917240945
2966,3,3,Rural,1992,344024.6655329827
2679,5,2,Urban,1995,359693.5568307621
2908,3,2,Urban,1983,412409.1821830099
1733,2,2,Rural,1977,83255.68748933091
2181,2,1,Rural,1977,122117.21112551144
2723,2,2,Urban,2015,198325.46877302267
1304,4,2,Rural,1950,187510.6046489711
2832,5,3,Rural,1992,267438.0721911693
2522,3,1,Rural,2010,214907.1845105312
2977,3,3,Suburb,2004,239150.30203573
1950,4,2,Urban,2021,166122.97369439056
1695,3,1,Urban,1964,202642.34969099992
1541,5,2,Suburb,2016,213765.1244172858
1173,5,2,Urban,2007,52711.41666592787
1322,3,3,Suburb,1987,187734.34547927784
2018,4,3,Suburb,2005,311967.39250561816
2970,4,3,Suburb,1952,362477.9868591472
2608,3,1,Rural,1963,245644.48492047997
1442,5,3,Urban,2010,245138.49133112992
2323,4,2,Urban,1996,284653.8465980129
2410,3,3,Urban,1983,307438.7122457693
1795,2,3,Suburb,2015,95322.72142644516
2472,2,2,Urban,1990,237016.11325155952
1664,4,3,Suburb,2014,235730.4611880492
2685,3,3,Urban,1988,332659.34867950855
2433,3,2,Suburb,1989,276408.0669156723
1022,2,1,Suburb,1971,173786.0951496956
2806,5,1,Suburb,1987,332635.2959810184
2781,4,1,Suburb,1960,322826.46474904346
1354,3,2,Rural,1963,154011.23461061972
1848,2,2,Rural,1979,230807.42774373392
1261,3,1,Rural,2013,233374.9460378349
1048,5,2,Urban,1954,146680.49027520872
2907,2,1,Suburb,2002,291873.7423336311
2366,3,2,Urban,1972,208087.4913571432
1841,4,1,Suburb,1976,220584.4007349063
2077,4,2,Urban,2017,252618.3698172096
2211,2,2,Urban,1956,256164.09173004315
2678,3,3,Suburb,1962,291846.30530255905
2161,2,1,Suburb,2013,244566.974758674
1131,5,3,Rural,1965,112971.61001773553
1827,5,1,Urban,2019,217117.2320021981
2218,5,2,Urban,1967,301514.7533862139
1323,4,3,Rural,2001,197626.311109354
1712,2,1,Rural,1959,149438.55165354285
1763,4,2,Rural,1975,253838.3957436985
1785,5,2,Suburb,2017,194895.1944208455
1471,2,1,Suburb,1951,161863.32679366838
1790,2,1,Suburb,1953,81537.08848845093
1515,3,2,Rural,1971,201792.8011981934
1697,3,3,Rural,1977,210918.27549769412
1579,2,1,Suburb,2003,252196.84599621396
1609,4,2,Suburb,2016,249492.2595891988
2199,5,1,Rural,1956,193267.4046935708
2680,2,1,Rural,1986,343934.2086506598
1325,2,3,Suburb,2017,182758.44459285823
1163,4,1,Suburb,1951,126505.85495463636
1163,3,1,Urban,1992,121817.23479229056
2297,3,1,Urban,1995,153648.6622845494
1215,4,3,Suburb,1991,61394.09223448904
2126,3,2,Rural,2019,134734.72441886223
1537,5,3,Urban,1967,155028.407238951
1619,3,1,Urban,1962,170242.39817028926
1445,2,2,Suburb,2021,99399.57273212667
2289,3,1,Rural,1953,213618.78885488503
2136,3,1,Suburb,1967,326051.33710694104
1784,4,1,Suburb,1965,247140.8367290017
1640,2,2,Rural,1989,179667.59305137116
2276,3,1,Suburb,1990,284793.91988361086
2847,3,2,Urban,1997,283141.46074829146
2658,4,3,Urban,2016,302560.05067457515
1739,4,2,Suburb,2017,191465.8587259704
2227,3,3,Suburb,1990,241789.7411337914
2834,4,1,Suburb,1999,250269.3810248279
1264,2,1,Rural,1975,217616.41323918867
2174,4,2,Suburb,1990,269115.96440255805
2589,2,3,Suburb,2012,272626.37420712964
2963,2,1,Rural,1952,298439.29686644167
2330,2,2,Rural,1976,183896.44489976723
1906,4,2,Rural,1998,153261.0143237167
1365,5,2,Suburb,1959,202148.78382921044
2610,3,3,Rural,1991,364977.34843424615
2304,4,2,Suburb,1970,305085.9395520533
2988,2,3,Rural,1987,175620.49982828763
1906,4,3,Urban,1975,226404.9358606055
2865,2,3,Rural,2012,323981.2909916455
2053,3,2,Rural,2008,312936.62911892025
1472,4,1,Suburb,1963,168779.35833717138
1380,3,3,Suburb,1989,144988.00252093826
2313,2,2,Urban,1961,263364.59082523925
1062,3,1,Suburb,1998,160642.5901712728
1196,5,2,Suburb,1977,135424.22675637514
1942,2,3,Urban,2011,213680.9267623404
1758,5,3,Suburb,1964,203716.13508642573
1031,3,3,Urban,1971,164342.52302158443
1022,4,1,Urban,1955,189550.5288321749
1578,4,1,Rural,1967,155481.77701719373
2112,2,3,Urban,1981,269700.7801026836
2977,3,3,Urban,1991,301676.11486408743
1771,2,3,Rural,1957,118654.72818013027
1757,2,3,Urban,1955,214556.12818069
2698,3,3,Urban,1981,314018.0283390546
2694,4,1,Rural,1970,295570.9567863174
2766,4,2,Urban,1978,271413.3498570895
2544,2,1,Suburb,1982,277213.13448605617
1569,2,2,Rural,1998,186687.46013374245
1699,2,3,Rural,2007,250814.81608450663
1961,4,2,Urban,2010,184645.74563081237
2510,2,1,Rural,1959,174984.53126376297
1319,4,2,Suburb,2017,149911.1190011201
1514,5,2,Suburb,2011,179053.5435497766
2622,3,2,Suburb,1951,289874.2355322747
1752,4,3,Rural,1992,238368.7257114992
2396,3,3,Suburb,2018,267277.2875065761
1830,5,1,Suburb,1998,196297.5070582374
1613,4,2,Suburb,2015,222521.58861169935
1541,2,2,Suburb,2004,143249.95857723575
2955,5,2,Rural,1961,337447.9191939596
2866,3,3,Rural,1985,263725.6317176744
2494,4,1,Suburb,1957,380675.1481730195
1611,3,1,Suburb,2017,194197.70300486573
1820,3,2,Rural,1973,221450.0887576756
1850,4,1,Urban,1975,208488.5268246245
2845,3,1,Suburb,1980,246222.31511623945
2184,3,2,Urban,1968,267946.9733545564
2411,4,1,Suburb,1950,250085.2094011555
1569,4,1,Urban,2003,166953.4544817499
2310,4,1,Rural,1965,240791.29196957927
2653,5,2,Rural,1961,294840.0081062284
1762,5,1,Rural,2019,206111.9865511481
2315,3,1,Rural,2008,215645.70303299752
1475,4,2,Urban,2004,203692.03151233017
2966,2,3,Suburb,2006,258865.961319416
2305,2,2,Urban,1994,201288.38042088263
1135,3,2,Suburb,2006,106934.88821906743
2536,3,3,Suburb,2003,272190.09129781794
1313,4,3,Suburb,1953,145364.55397398787
1112,2,2,Rural,1964,63555.93292861928
1070,5,2,Urban,2016,152212.32677813742
2048,5,2,Suburb,2001,163138.11378919324
2955,3,1,Rural,1969,313533.6539984128
1663,4,1,Urban,1993,198444.2855472129
1414,4,1,Rural,2014,140547.48420092856
1957,3,1,Rural,1962,192832.5301400217
1868,4,2,Urban,1960,216100.94894161072
2717,3,3,Urban,1964,381552.5665703545
2896,3,2,Urban,1992,313517.4296639666
2293,2,1,Urban,1996,212556.72701941425
2485,2,1,Urban,1968,310595.01563999
2143,2,2,Rural,2013,212772.0458235928
1493,3,3,Urban,1983,128384.96598875534
1857,3,1,Suburb,1956,182696.9242394661
1746,4,3,Rural,2009,273283.1219501401
2513,4,2,Suburb,1998,245152.93691738351
1715,3,3,Suburb,2015,222889.68666683728
2614,5,3,Urban,2015,249481.0288022763
1869,3,3,Urban,2018,185322.66842062175
1772,2,3,Urban,1985,200078.45924895
1888,3,2,Rural,1978,151157.18688775192
1823,2,1,Suburb,2017,101486.88564341796
2631,2,2,Rural,2000,363857.637165257
2987,3,1,Urban,1988,288957.60809724027
2734,4,1,Urban,2001,359058.51121747505
1927,3,3,Urban,2011,304455.1992067868
2676,4,1,Urban,1956,295534.3403990959
1560,4,2,Rural,1990,242098.3094887168
2183,2,3,Urban,1950,296730.5407480843
1101,4,3,Urban,1993,160046.45258534158
1998,2,1,Suburb,2016,201815.46467291936
1690,5,3,Rural,1963,197888.1079481344
2421,5,1,Urban,2011,361126.02883964265
2668,4,3,Urban,1963,277906.4264938169
2334,5,3,Urban,2006,182006.9478795436
1273,2,1,Urban,2018,175247.493713134
2571,4,3,Rural,1952,226943.5772860338
2244,5,1,Suburb,1971,265342.7996902914
1976,5,2,Rural,1965,296550.9448047437
2068,3,1,Suburb,2000,232845.13370222657
1398,4,3,Suburb,2005,200545.0758315263
2405,4,1,Rural,1990,303638.8573759686
1368,3,1,Urban,1950,106485.7623922026
1939,4,2,Suburb,1977,140964.10104423636
2355,4,1,Rural,1968,283836.75664568745
2930,4,1,Suburb,1992,293272.6525500449
1729,5,3,Suburb,1983,180728.27490508533
1335,5,2,Urban,1968,104611.2759411198
2900,5,3,Suburb,2009,338094.3935308603
1813,4,3,Urban,1996,238264.54216647684
2581,4,2,Rural,1990,230475.43905464583
2161,2,1,Suburb,2009,260784.8267709633
1998,2,2,Urban,2017,262802.5262141651
1751,5,2,Suburb,2000,279032.5916670243
2591,2,2,Suburb,1990,232148.0067607037
1976,3,1,Urban,1988,193047.3517155295
1620,5,1,Rural,1999,231643.12208418112
2924,3,2,Suburb,2017,329386.99382066715
1302,2,1,Rural,2000,132167.98814944687
2739,2,1,Suburb,1985,318884.14640520606
1178,4,2,Urban,1969,88256.82683839275
2101,3,3,Suburb,1968,277194.9878057246
2317,3,3,Rural,1954,151323.19361764728
1372,4,2,Suburb,1951,87687.92585374012
2774,4,3,Urban,2001,296846.22391938826
2275,5,3,Suburb,2015,177625.4205177124
2548,3,2,Rural,1967,349692.9092279408
1452,2,3,Suburb,2003,240942.6385063934
1801,2,1,Rural,1968,189982.624157185
2202,5,2,Rural,2008,187296.2695189832
1181,5,1,Suburb,2009,92973.0358430726
1712,4,3,Suburb,1990,195502.942432247
1712,4,2,Suburb,1997,133626.22147455462
1764,3,2,Suburb,2018,158575.72867875177
2866,3,2,Suburb,1975,343054.6483023832
1587,4,3,Urban,2017,204000.4911880818
2039,2,2,Urban,1986,300510.58622693503
2789,5,3,Urban,2004,227966.82743567857
2209,4,3,Rural,1988,300837.6779173684
1940,3,2,Rural,1964,287907.1799113642
2643,3,3,Rural,1971,217694.41994624303
1985,2,2,Urban,1951,223364.0012668081
2853,4,1,Rural,1951,398938.86158336856
2359,3,2,Urban,2000,184374.17482546493
2765,5,3,Suburb,1975,340104.6661167665
2454,4,3,Rural,1955,233977.6686507467
2132,3,3,Suburb,1954,228185.794392124
1720,3,2,Rural,1991,191450.1972922048
1837,2,2,Suburb,2003,203616.7436807176
2588,2,3,Urban,1975,166018.489367791
2999,3,2,Urban,1976,261529.60065880552
2239,2,3,Rural,1992,206435.2163385352
2891,2,2,Rural,2014,328807.3896199537
1190,2,3,Rural,1965,157586.9138354137
1530,4,3,Rural,1951,204744.8183839853
1427,3,2,Rural,1955,120062.85676556257
1264,2,1,Urban,2007,129424.2079188166
1532,4,1,Suburb,2016,218368.9808222016
1143,4,2,Suburb,1981,202610.26602159257
1290,2,1,Rural,2000,103780.04322613426
2432,3,1,Rural,2004,291585.9926046291
2544,2,2,Suburb,1962,358077.03709418303
1112,3,1,Suburb,1978,2360.27444990864
1804,2,1,Rural,2019,193956.8884079309
2983,5,1,Suburb,1952,323999.6669455955
2614,3,2,Urban,1998,257664.89152594685
2977,4,3,Urban,1974,405763.4610860496
2803,4,1,Rural,1962,244776.4189845677
2933,4,2,Rural,1999,299789.8601548391
2568,5,1,Rural,2011,222083.8257684621
2100,2,1,Suburb,1987,293855.11991095985
1715,2,1,Suburb,2015,157683.6674475692
1194,5,2,Urban,1987,205777.09456991465
2447,2,3,Urban,2014,275806.58226009266
2340,5,3,Rural,1991,315304.7590995394
2904,4,2,Urban,1962,327520.4597888944
2714,4,2,Rural,2001,212832.84933697432
1316,3,2,Suburb,2010,165193.49504645265
1955,4,3,Suburb,1991,106723.43735859716
1109,3,2,Rural,1966,68420.58913925773
2494,2,1,Rural,1997,214055.78170294347
2459,4,3,Urban,1963,311911.99976270297
1965,5,3,Urban,2014,199570.4095671651
1983,5,1,Urban,2014,269940.1612817968
2063,4,3,Suburb,1975,220879.9864935182
1046,4,2,Rural,1955,63537.58579026943
2219,4,3,Rural,1986,361605.9358177593
1081,5,3,Rural,1968,106755.58412024548
2025,3,1,Suburb,1994,166707.68379045237
1694,5,1,Urban,2010,259780.25358639285
1252,2,3,Suburb,2015,166870.56788851946
1104,5,3,Urban,1997,97422.08368762385
2483,3,1,Urban,1978,328218.3372313304
1211,3,2,Suburb,1956,115277.31086913664
1937,3,2,Rural,1966,200557.10071905545
2971,3,2,Suburb,2021,257439.8275495928
1953,2,3,Suburb,2004,189765.7700997048
2763,3,3,Urban,1999,411178.69188018434
2307,3,2,Suburb,1995,299257.5612971264
1944,4,2,Urban,1981,236762.0684249769
2926,3,2,Rural,1952,313034.94930470176
1226,4,2,Urban,1980,145313.45406630557
1862,2,3,Urban,2015,168485.86288451147
1952,5,1,Rural,1991,264210.7024093908
2218,4,1,Suburb,2018,276382.0311158142
2650,2,1,Rural,1972,224628.15708808115
1836,2,2,Suburb,1978,158951.27302025078
2919,2,3,Rural,1999,254693.692696386
2138,4,2,Suburb,1986,166554.2125846771
2455,5,1,Rural,1986,289615.3403578793
2863,2,3,Rural,1972,331965.0427088934
2705,2,2,Urban,1977,378775.7698327996
2366,5,1,Suburb,1968,417149.9443483135
2091,4,3,Rural,1953,124979.7568964682
2422,2,2,Urban,1965,255105.46379372163
1465,5,1,Rural,1980,192931.9062892047
2348,2,1,Suburb,1981,223967.0980309322
2064,5,1,Suburb,1979,250815.40879198292
2859,5,3,Suburb,1956,353936.9167489209
1167,4,2,Rural,1979,95796.32379696834
1454,4,1,Suburb,1952,124516.74546541052
1371,3,1,Rural,1998,64250.32706918706
2677,2,1,Urban,1994,263029.16427251097
2681,3,1,Rural,2018,352793.56773175026
2285,4,3,Rural,1970,415120.872649943
1958,5,3,Urban,1999,257202.14455246675
2352,2,1,Suburb,1984,293329.14899338793
1305,5,1,Suburb,2007,134209.34480061557
2258,2,1,Rural,2009,233658.44257589788
1394,5,3,Urban,2015,177207.42399940183
1824,2,3,Suburb,2020,128152.21036750908
2131,5,3,Urban,2018,208051.7370571672
1197,4,3,Suburb,1999,183522.5653419149
2853,5,1,Urban,2002,315960.4160015363
1540,4,2,Urban,1976,173691.7904971331
2173,3,2,Rural,1951,275846.2980137504
1791,4,2,Urban,2005,188757.27469487616
1638,3,2,Suburb,1961,20170.64415407713
1104,5,1,Suburb,1968,191030.3873850524
1279,3,2,Suburb,1971,183265.3989623526
1726,3,1,Urban,2014,242183.10333551464
2406,3,1,Rural,1956,257503.38738667572
2405,4,3,Suburb,1982,232094.68487803004
1586,4,3,Suburb,2006,185516.19444349784
1149,4,3,Suburb,1968,205967.79557996287
2137,3,1,Suburb,1970,188775.83176655092
2100,3,2,Urban,2020,160391.16176013649
1519,3,3,Urban,1975,125992.0839115339
1941,5,2,Rural,1966,222369.35574008644
1159,3,2,Urban,2001,129085.83793495117
1477,4,2,Urban,1986,128522.49907364116
1565,5,1,Suburb,1970,222787.77722218432
2785,3,1,Urban,1973,283853.8373624417
1528,4,3,Urban,1994,153739.583338779
2997,3,2,Urban,1995,219808.29889002568
2080,5,3,Urban,1996,232977.33834064877
2083,5,2,Urban,1962,262360.1082670995
2375,5,3,Rural,1998,262805.6988429988
1360,2,2,Suburb,2015,219978.16929610583
2066,4,3,Suburb,2011,259597.85198125144
2259,2,3,Rural,2007,276977.3021754332
1916,3,1,Suburb,1979,218493.03082541004
2889,2,2,Suburb,1972,370626.439473164
2817,4,3,Urban,1991,241090.9101987016
2550,2,2,Rural,1991,301486.59231458534
2520,3,1,Urban,2010,300731.8354781658
1316,3,1,Rural,2008,170209.57029022538
1758,4,2,Suburb,1968,207437.2388986353
1855,5,1,Suburb,1970,158435.06366226022
2177,2,2,Rural,2005,255524.75212447075
1329,2,3,Urban,1978,176457.28859438942
2678,5,2,Urban,2003,252127.8907449308
2794,3,3,Rural,1971,293040.74281501287
2782,2,3,Suburb,1976,322746.8150547178
1959,5,1,Suburb,1960,168610.0479935274
2810,4,1,Urban,1980,267005.9190474079
1228,5,3,Rural,2000,154634.2906006166
2929,5,3,Urban,1986,304721.46593773016
1229,2,1,Urban,2013,79782.18728357833
2733,4,2,Urban,1954,265749.84575413016
1683,2,3,Urban,2003,197426.45368880048
1671,3,1,Rural,1986,168201.59111008843
2414,2,1,Suburb,1957,310524.9185522971
2135,4,3,Urban,2004,239299.51959981816
2501,2,1,Urban,1984,272011.4225040293
2140,2,3,Urban,1968,208107.9210108333
1993,5,2,Rural,1994,229562.64007982524
1514,5,1,Rural,1956,197492.93541520095
2691,4,3,Suburb,1999,331768.9999118108
2815,4,2,Rural,1997,319833.96663086454
1143,2,2,Suburb,1986,98935.97535317128
2954,2,3,Urban,1991,249985.8768913092
1524,3,1,Rural,2005,188862.4669747573
2767,4,1,Rural,1963,341726.9961721154
1713,4,3,Urban,1980,177260.8966321027
1122,5,3,Rural,1962,167800.19351439798
2469,5,2,Suburb,1966,349537.4995629459
2065,3,3,Suburb,1964,216825.26358664472
2267,5,2,Urban,1985,176505.05702510092
2392,3,3,Rural,2006,319749.0189508542
2701,4,1,Suburb,2020,240633.014250118
1466,2,1,Rural,2006,156811.76435355778
2970,4,1,Suburb,1978,359479.6195872599
2205,4,3,Urban,1969,299904.284337529
1708,4,3,Urban,2019,79441.72986086977
2931,2,3,Urban,2012,347968.56896128017
1320,4,3,Urban,1972,192683.49367628316
1816,4,3,Suburb,1959,107798.21761570682
2558,4,2,Rural,2009,253723.4533329121
1940,2,2,Suburb,1961,296595.0704429868
1379,3,2,Urban,1965,210188.69636777564
1935,3,3,Rural,1970,225503.9967936552
2986,4,3,Urban,1958,321355.66334249766
2321,3,3,Urban,1980,270826.4348217745
2982,5,2,Urban,1998,357463.9674002588
2279,5,3,Rural,2002,156544.88406792446
2894,2,3,Suburb,2007,314687.3217907532
2833,2,2,Urban,1954,348681.8614136757
2691,2,2,Rural,1973,243482.24823255173
1022,3,3,Suburb,1995,115202.93724042212
2461,4,1,Urban,1979,303131.0025167634
1782,4,1,Rural,1964,130926.17047790172
1439,2,3,Rural,2020,150940.8101390423
2788,2,2,Suburb,2011,322101.894358827
1516,3,2,Suburb,1954,106128.17793063994
2485,5,2,Urban,2014,297692.88997242035
2122,2,1,Suburb,1965,202044.4191986813
2410,5,2,Rural,1999,239333.52293807705
2162,5,3,Urban,1976,224610.804707732
2495,5,1,Suburb,1971,276409.86069321854
2334,4,1,Urban,2011,172303.94246096353
1554,2,3,Rural,1963,112007.92706708076
1389,2,2,Suburb,1986,176175.41819701885
2003,2,1,Urban,1957,225367.96756247096
2762,5,2,Suburb,1968,274068.93830237293
2628,4,2,Rural,1994,282537.1744524533
2237,5,3,Suburb,2009,320406.2796999782
1392,5,3,Rural,1953,167285.33983468811
1769,2,1,Urban,1991,182714.5828759603
2688,4,3,Suburb,1988,300148.6721240222
2558,5,1,Urban,1989,327495.4012770237
2705,2,3,Urban,2019,277995.3576050803
2233,4,3,Urban,2007,174644.43451777234
1639,4,1,Suburb,2012,314713.58909629623
1134,5,1,Rural,1956,163960.8607752841
1204,3,2,Rural,1981,175632.68513839305
2747,4,2,Rural,1984,373797.1322616373
1636,3,3,Urban,1961,217093.34759806213
2977,4,2,Urban,1970,354470.3174260188
2179,4,3,Urban,1960,206752.85438563995
2939,4,3,Rural,1972,329127.9912182725
1694,5,1,Urban,1979,115978.17737682442
2752,5,3,Rural,2013,232091.15864261647
1257,3,3,Urban,1965,176761.29615003974
2761,3,3,Urban,2003,373287.7436457863
1961,3,2,Rural,1967,163514.82885956237
1072,3,1,Urban,1959,144493.78093755717
2589,3,3,Suburb,2004,323073.8482114302
1691,3,1,Suburb,1978,116942.41000703788
2168,5,3,Urban,2021,180512.4775870909
1201,5,2,Rural,2007,187065.2835290316
1244,3,2,Rural,1954,180804.4512608019
1506,3,1,Urban,2002,191824.9277974855
1712,3,2,Urban,1964,204638.48934164175
1076,3,3,Urban,2013,118085.67110704188
2636,2,2,Urban,1961,256038.37121715496
1521,2,1,Suburb,1965,290966.3578790355
1752,2,2,Suburb,1977,200095.3894323159
